customer_id,age,gender,education,employment_status,annual_income,months_employed,loan_amount,loan_term_months,interest_rate,credit_score,num_credit_lines,num_late_payments,debt_to_income_ratio,has_mortgage,has_dependents,loan_purpose,default
CUST0516,42,Other,Bachelor,Employed,72637,25,37506,24,10.32,710,3,0,6.196,1,0,Home,0
CUST0517,42,Other,High School,Self-Employed,30915,36,29054,36,9.76,683,2,0,11.278,0,0,Personal,0
CUST0518,29,Other,Bachelor,Employed,43702,70,28678,12,14.38,579,1,0,7.875,0,0,Business,1
CUST0519,30,Male,Bachelor,Employed,75810,26,11330,36,15.52,711,3,2,1.793,1,1,Home,0
CUST0520,61,Male,Bachelor,Unemployed,23873,0,5943,48,10.08,639,6,3,2.987,0,1,Home,1
CUST0521,56,Female,Bachelor,Employed,52121,71,49518,60,24.88,671,7,0,11.401,1,1,Medical,0
CUST0522,39,Male,High School,Unemployed,30399,87,15803,48,24.06,535,3,1,6.238,0,1,Home,1
CUST0523,65,Male,High School,Employed,28941,201,37266,12,20.56,530,11,1,15.452,0,1,Medical,0
CUST0524,60,Other,Bachelor,Employed,79176,393,47680,12,7.05,595,1,0,7.226,0,1,Medical,0
CUST0525,44,Other,High School,Part-Time,21731,113,17352,48,24.23,511,1,0,9.582,0,0,Car,1
CUST0526,58,Other,Bachelor,Employed,75790,99,45243,60,18.21,590,10,0,7.163,0,0,Education,0
CUST0527,36,Other,Master,Self-Employed,75944,5,47415,60,17.03,831,11,1,7.492,1,0,Personal,0
CUST0528,42,Female,Bachelor,Unemployed,39393,70,9976,60,14.02,531,12,0,3.039,1,1,Business,1
CUST0529,42,Other,High School,Employed,41073,6,16786,48,24.04,704,4,0,4.904,1,1,Home,0
CUST0530,49,Other,Master,Employed,78546,320,23908,36,9.54,390,1,3,3.653,0,0,Business,1
CUST0531,50,Male,Master,Self-Employed,74375,31,4185,48,10.89,619,12,0,0.675,0,0,Personal,0
CUST0532,26,Female,High School,Employed,42641,3,21327,48,12.69,563,10,2,6.002,0,1,Personal,0
CUST0533,49,Male,Master,Self-Employed,56225,13,31758,60,11.2,839,4,0,6.778,0,0,Business,0
CUST0534,54,Other,Bachelor,Employed,53745,371,42688,48,8.29,659,3,0,9.531,1,1,Education,0
CUST0535,56,Female,Master,Employed,75229,188,2529,60,16.46,725,11,0,0.403,0,0,Personal,0
CUST0536,34,Male,Master,Employed,94910,121,47533,48,16.74,575,6,1,6.01,1,1,Car,1
CUST0537,51,Female,Master,Part-Time,35945,327,16616,24,14.02,645,4,0,5.547,1,1,Car,1
CUST0538,45,Female,High School,Employed,54206,58,11332,36,13.48,490,6,0,2.509,0,0,Car,0
CUST0539,33,Other,High School,Employed,39106,62,13700,24,4.94,812,5,4,4.204,0,0,Personal,0
CUST0540,35,Male,Bachelor,Employed,51160,95,45313,24,23.7,850,7,3,10.629,0,0,Car,0
CUST0541,34,Male,High School,Employed,24382,62,5027,60,16.48,736,9,0,2.474,0,1,Car,0
CUST0542,30,Female,Master,Unemployed,69923,62,15712,12,20.51,675,3,1,2.696,1,1,Business,0
CUST0543,33,Male,Bachelor,Employed,50143,126,33048,36,16.36,490,11,4,7.909,0,0,Car,1
CUST0544,35,Male,Bachelor,Part-Time,61142,146,12302,36,9.69,783,5,0,2.414,1,0,Business,0
CUST0545,51,Male,Bachelor,Employed,43286,188,34606,36,10.07,672,1,0,9.594,0,1,Medical,0
CUST0546,54,Other,Bachelor,Self-Employed,62655,141,16925,12,6.92,559,6,0,3.242,1,1,Education,1
CUST0547,65,Female,Master,Employed,73135,385,48935,60,23.11,606,1,2,8.029,1,1,Personal,0
CUST0548,22,Male,Bachelor,Employed,36028,0,28050,24,9.13,639,9,1,9.343,1,1,Education,0
CUST0549,42,Male,Master,Employed,101915,112,31489,60,5.11,602,3,1,3.708,0,1,Medical,0
CUST0550,44,Other,Bachelor,Employed,58026,206,47253,60,10.61,529,1,4,9.772,0,1,Business,1
CUST0551,60,Male,Master,Employed,66449,200,6175,60,12.38,702,8,0,1.115,1,1,Home,0
CUST0552,24,Female,Master,Self-Employed,97853,0,14235,24,5.92,719,4,0,1.746,0,1,Home,0
CUST0553,55,Female,High School,Employed,38723,56,10463,60,13.04,586,12,0,3.242,0,0,Car,0
CUST0554,52,Other,High School,Employed,37199,158,40501,24,14.75,608,1,5,13.065,1,0,Personal,0
CUST0555,37,Male,Bachelor,Part-Time,69684,147,4561,12,10.37,563,8,0,0.785,1,1,Business,1
CUST0556,61,Other,Master,Employed,88562,337,14022,60,6.45,630,3,0,1.9,1,0,Medical,0
CUST0557,68,Male,Master,Part-Time,52529,62,26165,12,19.91,729,9,2,5.977,1,1,Personal,0
CUST0558,51,Other,High School,Self-Employed,41500,345,32271,48,11.51,586,1,0,9.331,0,0,Education,0
CUST0559,51,Female,Bachelor,Employed,47694,224,11191,48,21.24,617,3,0,2.816,0,0,Car,0
CUST0560,32,Other,High School,Self-Employed,41254,86,19907,24,13.49,709,11,1,5.791,1,0,Medical,0
CUST0561,63,Male,Bachelor,Self-Employed,75730,227,5435,60,4.6,732,7,2,0.861,0,1,Car,0
CUST0562,22,Other,Bachelor,Employed,66242,0,16455,12,20.76,669,3,0,2.981,0,1,Education,0
CUST0563,62,Female,High School,Employed,18000,61,17231,24,6.66,578,6,0,11.487,1,1,Home,1
CUST0564,64,Male,Master,Self-Employed,96060,188,4879,12,22.56,495,8,5,0.609,0,0,Education,1
CUST0565,60,Female,Bachelor,Self-Employed,32790,394,47463,24,11.27,786,11,2,17.37,1,1,Home,0
CUST0566,50,Male,Bachelor,Self-Employed,61538,119,34992,60,18.87,660,2,0,6.823,1,0,Business,0
CUST0567,25,Female,High School,Employed,34306,2,17601,60,24.67,732,8,2,6.157,1,0,Education,0
CUST0568,55,Female,Master,Employed,54801,147,3552,24,21.78,603,9,0,0.778,0,0,Business,0
CUST0569,55,Other,Bachelor,Employed,87261,35,14613,12,17.44,647,3,4,2.01,0,0,Car,0
CUST0570,35,Female,High School,Employed,27695,119,22412,24,19.22,641,4,0,9.711,1,0,Education,1
CUST0571,27,Female,PhD,Employed,87693,27,35114,60,19.49,718,3,2,4.805,1,0,Personal,0
CUST0572,41,Other,Bachelor,Employed,38585,186,13514,36,12.26,611,9,1,4.203,0,1,Car,0
CUST0573,52,Female,High School,Part-Time,47906,191,34207,48,23.38,645,7,5,8.569,1,1,Personal,1
CUST0574,48,Male,Master,Unemployed,60841,63,27219,60,7.81,660,12,0,5.369,1,1,Medical,0
CUST0575,63,Male,Bachelor,Employed,58333,416,25685,12,18.73,753,11,0,5.284,1,0,Education,0
CUST0576,32,Female,High School,Self-Employed,20206,82,48636,48,12.61,455,9,4,28.884,1,0,Personal,1
CUST0577,66,Other,Bachelor,Unemployed,50253,157,28975,12,6.73,557,10,2,6.919,1,0,Education,1
CUST0578,66,Female,Bachelor,Unemployed,81310,417,34225,12,6.48,655,7,1,5.051,1,0,Car,0
CUST0579,33,Female,Master,Employed,102693,115,39164,24,8.29,850,1,2,4.576,0,1,Personal,0
CUST0580,62,Female,High School,Employed,23992,193,10171,36,5.81,711,8,1,5.087,0,0,Home,0
CUST0581,22,Female,Bachelor,Part-Time,67641,0,26619,60,15.11,657,5,4,4.722,1,1,Business,0
CUST0582,43,Female,PhD,Part-Time,145615,240,25672,48,12.22,727,6,2,2.116,0,1,Medical,0
CUST0583,68,Male,Master,Unemployed,92361,271,20315,24,12.02,648,10,1,2.639,1,1,Medical,1
CUST0584,42,Female,High School,Employed,32224,11,23333,48,9.26,476,2,0,8.689,1,0,Medical,1
CUST0585,40,Female,Bachelor,Self-Employed,78271,200,48967,60,5.15,490,8,2,7.507,1,1,Car,1
CUST0586,56,Female,High School,Employed,29442,385,45237,12,6.65,664,6,4,18.438,1,0,Medical,0
CUST0587,64,Female,Bachelor,Part-Time,63604,273,43520,48,6.35,677,12,0,8.211,0,0,Medical,0
CUST0588,68,Female,Bachelor,Self-Employed,74094,287,30636,24,9.06,672,2,0,4.962,0,0,Business,0
CUST0589,30,Male,Master,Unemployed,80947,7,40670,60,8.37,637,7,5,6.029,1,1,Medical,1
CUST0590,36,Other,High School,Employed,30656,117,22704,24,21.15,619,11,0,8.887,1,0,Medical,0
CUST0591,66,Male,High School,Employed,19781,140,48302,60,14.26,637,4,0,29.302,1,0,Education,0
CUST0592,68,Female,PhD,Employed,93306,376,5444,24,21.98,628,11,4,0.7,0,0,Business,0
CUST0593,43,Female,Bachelor,Employed,49631,18,36592,36,10.26,721,4,2,8.847,1,0,Car,0
CUST0594,25,Other,Master,Self-Employed,54986,29,44902,24,16.27,532,3,0,9.799,0,0,Education,1
CUST0595,58,Male,High School,Part-Time,36897,218,46528,24,23.39,564,2,0,15.132,1,0,Home,1
CUST0596,59,Other,Bachelor,Employed,55402,369,28476,24,5.19,646,12,1,6.168,0,1,Medical,0
CUST0597,64,Other,High School,Employed,35261,323,44807,48,11.99,550,2,0,15.249,0,1,Medical,1
CUST0598,59,Female,Bachelor,Employed,52370,140,47464,12,20.7,688,11,2,10.876,1,0,Home,0
CUST0599,26,Other,Master,Part-Time,61676,44,3294,48,15.84,616,9,2,0.641,1,0,Business,0
CUST0600,63,Other,High School,Self-Employed,28414,337,9689,24,22.08,636,8,2,4.092,0,0,Car,0
CUST0601,35,Male,Bachelor,Employed,56970,21,10173,60,10.59,807,9,0,2.143,0,0,Education,0
CUST0602,40,Male,Bachelor,Employed,52179,147,34141,36,15.16,732,9,1,7.852,0,0,Car,0
CUST0603,34,Female,High School,Part-Time,32931,141,16158,60,11.82,692,3,2,5.888,1,0,Business,0
CUST0604,32,Other,Bachelor,Employed,78956,32,46336,48,23.68,681,11,2,7.042,0,1,Business,0
CUST0605,63,Male,Master,Self-Employed,71640,403,30418,48,5.03,667,10,0,5.095,1,0,Business,0
CUST0606,43,Male,Bachelor,Employed,44438,85,19907,24,22.22,642,7,5,5.376,0,1,Home,1
CUST0607,33,Female,Bachelor,Part-Time,35697,24,36665,36,18.79,543,5,1,12.325,0,0,Car,1
CUST0608,44,Other,Master,Self-Employed,75282,206,33251,60,7.1,759,3,1,5.3,0,1,Business,0
CUST0609,39,Female,High School,Self-Employed,44383,63,46447,60,13.03,614,8,0,12.558,1,1,Business,0
CUST0610,67,Male,Master,Part-Time,103375,156,43656,12,23.83,567,2,1,5.068,0,0,Home,1
CUST0611,58,Other,High School,Self-Employed,23212,5,29786,60,23.52,601,3,0,15.399,0,1,Home,1
CUST0612,22,Female,Master,Self-Employed,117981,0,18005,60,18.46,745,3,1,1.831,0,0,Home,0
CUST0613,30,Female,Bachelor,Unemployed,45479,47,9420,36,23.15,685,4,3,2.486,0,1,Education,1
CUST0614,62,Other,Bachelor,Employed,67664,156,44137,60,21.34,748,10,3,7.828,0,1,Home,0
CUST0615,51,Male,Bachelor,Employed,88462,95,28349,36,4.68,646,7,0,3.846,0,0,Personal,0
CUST0616,64,Female,Bachelor,Employed,57113,191,21613,36,13.24,715,2,5,4.541,1,0,Car,1
CUST0617,49,Male,High School,Part-Time,31018,145,4638,24,12.55,593,12,0,1.794,0,0,Medical,1
CUST0618,39,Male,High School,Employed,25538,126,46678,24,11.13,658,9,2,21.933,1,0,Home,0
CUST0619,23,Female,High School,Employed,44105,0,46453,36,13.27,653,10,2,12.639,1,1,Education,0
CUST0620,37,Other,Bachelor,Self-Employed,60165,47,18349,36,20.14,850,4,1,3.66,1,0,Personal,0
CUST0621,28,Male,Master,Employed,108889,19,17032,12,7.2,850,1,0,1.877,0,0,Personal,0
CUST0622,25,Female,Bachelor,Employed,53769,14,16534,36,13.19,737,1,0,3.69,1,1,Education,0
CUST0623,67,Female,Bachelor,Employed,62004,26,45281,36,8.82,648,8,0,8.763,0,1,Car,0
CUST0624,41,Female,High School,Self-Employed,29573,174,38160,24,11.26,634,10,1,15.484,1,0,Medical,0
CUST0625,35,Male,Bachelor,Employed,74038,154,9887,12,16.47,727,11,2,1.602,0,1,Home,0
CUST0626,41,Other,Master,Unemployed,71819,51,36967,24,5.39,685,5,3,6.177,1,1,Personal,1
CUST0627,67,Male,High School,Employed,22312,257,3433,24,16.72,653,12,5,1.846,1,0,Business,1
CUST0628,47,Male,Bachelor,Employed,36553,262,6914,24,13.43,511,7,0,2.27,1,0,Car,0
CUST0629,32,Female,Bachelor,Employed,91265,65,31847,60,18.94,652,9,0,4.187,0,1,Medical,0
CUST0630,24,Other,Bachelor,Employed,55140,20,11708,36,23.42,617,11,5,2.548,0,0,Home,1
CUST0631,44,Male,Bachelor,Unemployed,42159,135,49322,24,12.83,850,10,0,14.039,0,0,Education,0
CUST0632,38,Female,PhD,Employed,87891,149,8975,48,23.79,633,10,1,1.225,1,0,Education,1
CUST0633,35,Male,Bachelor,Part-Time,58153,59,49828,48,12.02,581,8,0,10.282,0,1,Car,0
CUST0634,68,Female,High School,Employed,40613,158,12677,24,21.18,615,3,0,3.746,0,1,Medical,0
CUST0635,28,Male,Master,Employed,82008,12,26764,48,4.92,624,1,2,3.916,0,0,Car,0
CUST0636,60,Female,High School,Unemployed,50782,405,8969,60,19.52,557,4,0,2.119,1,0,Education,1
CUST0637,52,Male,High School,Employed,27995,63,3389,12,6.6,508,5,0,1.453,1,0,Home,1
CUST0638,31,Male,Bachelor,Employed,60299,87,27214,12,14.53,711,5,0,5.416,1,0,Education,0
CUST0639,24,Female,Bachelor,Employed,38740,21,29868,24,22.72,614,11,0,9.252,1,1,Home,0
CUST0640,38,Other,Master,Self-Employed,66837,19,2142,24,20.37,674,8,2,0.385,1,0,Home,0
CUST0641,49,Other,PhD,Employed,185130,93,27232,36,11.01,814,7,0,1.765,1,1,Car,0
CUST0642,57,Female,Bachelor,Employed,51259,272,37141,24,12.35,548,10,2,8.695,0,0,Car,0
CUST0643,22,Male,High School,Part-Time,26115,0,9219,12,23.09,726,6,3,4.236,0,1,Personal,1
CUST0644,48,Other,High School,Part-Time,23288,28,11030,12,24.13,612,1,1,5.684,1,1,Home,0
CUST0645,28,Female,Bachelor,Employed,73307,3,11626,36,7.38,467,4,0,1.903,1,0,Car,0
CUST0646,66,Male,PhD,Employed,64371,369,24107,48,20.44,612,3,0,4.494,0,0,Business,0
CUST0647,22,Other,Bachelor,Employed,73122,0,39490,60,10.74,604,4,0,6.481,0,1,Home,0
CUST0648,35,Male,Bachelor,Employed,82779,100,14038,60,16.84,775,8,0,2.035,1,1,Car,0
CUST0649,45,Male,Bachelor,Employed,62534,171,3838,24,10.26,665,9,0,0.736,0,0,Education,0
CUST0650,24,Female,High School,Employed,28358,18,39014,12,16.0,647,6,0,16.509,1,0,Education,0
CUST0651,47,Female,Bachelor,Employed,47486,66,48049,12,11.26,699,12,1,12.142,0,0,Business,0
CUST0652,24,Male,Bachelor,Employed,62217,14,7161,12,23.94,648,11,1,1.381,0,1,Personal,0
CUST0653,43,Male,Bachelor,Self-Employed,61854,182,46752,48,9.38,629,10,1,9.07,0,1,Home,0
CUST0654,57,Male,Master,Part-Time,114365,44,34696,12,13.78,680,2,0,3.641,1,1,Home,0
CUST0655,33,Female,Master,Employed,138588,113,44617,24,23.67,615,10,0,3.863,1,1,Personal,1
CUST0656,30,Other,Bachelor,Employed,32680,79,22555,36,6.2,546,11,0,8.282,0,0,Medical,1
CUST0657,22,Other,High School,Employed,24611,0,16617,48,22.33,731,11,0,8.102,1,1,Medical,0
CUST0658,27,Female,High School,Employed,26747,59,28014,48,8.57,598,10,0,12.568,1,0,Education,1
CUST0659,24,Male,Bachelor,Unemployed,64133,18,4052,60,20.29,694,1,4,0.758,1,1,Personal,1
CUST0660,65,Female,Bachelor,Employed,67725,90,7478,24,5.91,570,12,0,1.325,1,0,Medical,1
CUST0661,33,Other,Master,Employed,97287,76,12782,24,11.63,586,7,0,1.577,0,1,Education,0
CUST0662,57,Female,Master,Employed,65687,39,49364,60,17.08,509,12,2,9.018,1,0,Car,1
CUST0663,31,Other,Bachelor,Employed,63664,33,36124,12,24.66,495,3,1,6.809,0,0,Car,1
CUST0664,56,Female,Master,Self-Employed,79188,110,24812,24,23.93,769,1,0,3.76,1,0,Education,0
CUST0665,54,Female,Master,Employed,18000,211,28895,36,11.69,642,9,0,19.263,1,0,Car,0
CUST0666,60,Male,High School,Employed,34171,145,45227,48,17.44,570,2,5,15.883,0,0,Medical,0
CUST0667,61,Female,PhD,Employed,109986,278,8534,48,14.77,500,1,1,0.931,1,0,Car,0
CUST0668,52,Other,PhD,Employed,105680,237,29062,48,4.66,589,5,0,3.3,1,1,Personal,0
CUST0669,37,Female,High School,Part-Time,33806,95,36010,60,10.98,644,3,4,12.782,1,0,Business,1
CUST0670,25,Male,Master,Employed,109588,8,43698,48,24.44,739,9,0,4.785,0,0,Medical,0
CUST0671,54,Other,High School,Employed,21444,133,38235,24,23.85,746,4,0,21.396,0,1,Home,0
CUST0672,61,Other,Master,Unemployed,70277,40,39473,48,5.02,611,11,1,6.74,1,0,Car,0
CUST0673,36,Other,Bachelor,Employed,58752,96,19070,12,10.11,813,3,1,3.895,0,0,Personal,0
CUST0674,38,Female,Master,Employed,89900,126,25684,24,12.47,618,2,0,3.428,0,0,Medical,0
CUST0675,46,Female,Master,Self-Employed,70423,152,2664,24,17.96,658,11,1,0.454,0,0,Education,0
CUST0676,56,Male,High School,Employed,33113,130,9968,24,16.86,522,3,0,3.612,1,0,Car,0
CUST0677,42,Female,High School,Employed,30506,70,33560,24,23.95,591,6,2,13.201,1,1,Medical,0
CUST0678,34,Female,Bachelor,Employed,71713,71,27744,12,16.41,648,4,4,4.643,1,1,Personal,0
CUST0679,60,Other,Master,Part-Time,61922,219,15088,60,11.7,544,11,2,2.924,1,0,Home,1
CUST0680,60,Female,Master,Self-Employed,103048,271,25085,48,5.11,677,3,0,2.921,0,0,Medical,0
CUST0681,45,Other,High School,Employed,44192,168,16009,48,16.08,649,6,3,4.347,0,1,Education,1
CUST0682,57,Male,Bachelor,Self-Employed,67869,413,45997,12,16.21,548,7,0,8.133,1,0,Car,0
CUST0683,53,Other,Bachelor,Unemployed,51431,87,41415,36,16.56,664,4,1,9.663,1,0,Medical,1
CUST0684,40,Female,High School,Unemployed,30667,9,36961,60,5.3,616,2,3,14.463,1,1,Education,1
CUST0685,44,Male,Bachelor,Employed,50283,201,21558,48,14.56,766,11,5,5.145,0,1,Business,0
CUST0686,22,Male,High School,Unemployed,32458,0,16833,24,6.3,610,9,5,6.223,0,1,Home,1
CUST0687,25,Other,PhD,Employed,91891,24,19688,24,23.37,760,10,0,2.571,0,1,Car,0
CUST0688,48,Female,Bachelor,Self-Employed,33581,267,36576,24,16.29,495,6,2,13.07,1,0,Home,0
CUST0689,40,Female,Master,Employed,89819,165,15493,12,6.03,575,8,0,2.07,0,0,Personal,1
CUST0690,35,Female,Master,Self-Employed,90909,131,22536,36,18.95,531,2,4,2.975,0,1,Personal,1
CUST0691,61,Other,Bachelor,Part-Time,62446,84,46975,36,23.91,714,10,1,9.027,0,1,Home,0
CUST0692,51,Female,High School,Employed,32934,338,36792,48,11.68,733,6,0,13.406,0,1,Business,0
CUST0693,54,Female,Bachelor,Employed,54853,195,49972,48,8.46,663,4,0,10.932,1,1,Business,0
CUST0694,37,Male,PhD,Employed,115572,13,4338,60,9.93,682,4,3,0.45,1,1,Personal,0
CUST0695,36,Other,Master,Part-Time,80406,52,24782,36,18.9,707,5,2,3.699,0,0,Business,0
CUST0696,66,Female,High School,Employed,22896,35,12921,24,11.28,394,11,0,6.772,1,0,Car,1
CUST0697,26,Other,High School,Self-Employed,39440,30,40217,12,14.46,645,4,0,12.236,0,0,Business,1
CUST0698,55,Female,Bachelor,Self-Employed,56341,396,8154,12,10.71,630,12,0,1.737,1,1,Education,0
CUST0699,51,Male,High School,Employed,27824,339,41042,48,6.8,435,11,1,17.701,0,0,Personal,1
CUST0700,53,Male,High School,Employed,28276,356,30227,36,8.71,830,7,1,12.828,1,1,Business,0
CUST0701,38,Other,Master,Employed,68647,70,22271,24,5.34,756,9,2,3.893,0,1,Personal,0
CUST0702,40,Male,High School,Employed,29180,175,11642,48,18.39,558,9,1,4.788,1,1,Education,1
CUST0703,40,Male,High School,Employed,29790,13,34005,36,4.6,771,6,1,13.698,0,0,Education,0
CUST0704,54,Male,Bachelor,Self-Employed,67564,79,7636,36,7.41,628,2,0,1.356,0,1,Education,0
CUST0705,65,Male,Bachelor,Employed,64448,133,21793,60,10.84,630,10,0,4.058,1,0,Medical,0
CUST0706,34,Female,Bachelor,Employed,73046,118,37771,24,12.17,716,3,1,6.205,1,1,Personal,0
CUST0707,49,Other,Bachelor,Unemployed,26932,13,29585,12,19.92,693,10,4,13.182,0,1,Car,1
CUST0708,40,Other,High School,Part-Time,29225,32,28407,12,13.94,649,1,0,11.664,1,0,Education,0
CUST0709,28,Male,Master,Employed,67058,15,40313,60,19.58,453,1,2,7.214,0,1,Car,1
CUST0710,31,Male,Bachelor,Employed,45307,0,33782,60,18.53,640,10,3,8.947,0,0,Car,1
CUST0711,52,Other,High School,Employed,18000,153,28513,48,24.55,784,4,3,19.009,1,1,Medical,1
CUST0712,23,Other,High School,Part-Time,35144,10,17773,24,14.93,619,8,0,6.069,0,1,Education,0
CUST0713,39,Other,Bachelor,Self-Employed,69763,108,11710,12,10.28,704,2,1,2.014,0,1,Home,0
CUST0714,50,Other,High School,Part-Time,22511,71,32664,48,10.15,733,9,0,17.412,1,0,Car,0
CUST0715,31,Female,Bachelor,Self-Employed,45772,100,11177,36,20.51,774,11,0,2.93,1,0,Medical,0
CUST0716,64,Male,High School,Self-Employed,38329,259,45182,60,9.79,597,10,0,14.146,1,0,Home,0
CUST0717,68,Female,High School,Employed,46659,243,23211,24,24.52,784,12,2,5.97,0,0,Medical,0
CUST0718,26,Other,High School,Employed,23654,2,6776,48,20.07,489,3,0,3.438,1,1,Car,0
CUST0719,58,Male,Bachelor,Employed,36179,115,15185,24,13.35,648,9,2,5.037,0,0,Business,0
CUST0720,35,Other,High School,Employed,23377,1,25564,48,16.09,700,11,2,13.123,1,0,Car,0
CUST0721,52,Male,Bachelor,Employed,80962,34,30762,48,17.26,524,2,1,4.559,0,1,Home,0
CUST0722,56,Other,Bachelor,Employed,58038,148,18474,48,18.85,824,5,0,3.82,0,1,Personal,0
CUST0723,25,Male,Bachelor,Part-Time,28418,16,44810,12,5.16,523,7,0,18.922,1,0,Car,1
CUST0724,64,Other,Master,Employed,72274,252,6778,60,22.95,590,1,0,1.125,0,1,Business,0
CUST0725,61,Female,PhD,Part-Time,95647,370,4735,12,5.23,647,9,0,0.594,1,1,Personal,0
CUST0726,36,Male,High School,Employed,18000,50,37008,60,22.05,572,9,0,24.672,1,1,Medical,0
CUST0727,49,Other,Master,Employed,89680,315,26098,36,8.45,673,7,4,3.492,0,0,Home,1
CUST0728,56,Other,Bachelor,Unemployed,58944,7,49174,24,21.08,686,3,0,10.011,1,1,Business,0
CUST0729,37,Other,PhD,Employed,77755,168,7033,12,9.6,727,9,0,1.085,1,0,Personal,0
CUST0730,57,Male,Bachelor,Self-Employed,71111,269,19533,36,18.73,606,7,2,3.296,1,1,Home,0
CUST0731,30,Female,Master,Employed,73197,15,26404,24,5.23,759,4,1,4.329,1,0,Home,0
CUST0732,59,Female,Bachelor,Part-Time,48140,43,5913,36,21.93,625,7,0,1.474,0,0,Car,0
CUST0733,33,Female,Bachelor,Employed,56048,89,3703,60,19.89,618,6,4,0.793,1,0,Home,1
CUST0734,49,Female,Master,Unemployed,53753,29,9157,60,12.42,612,9,0,2.044,1,0,Personal,0
CUST0735,37,Other,High School,Employed,38022,21,18379,60,10.53,406,10,0,5.801,1,1,Education,0
CUST0736,60,Other,High School,Employed,43639,338,23036,36,21.79,622,1,0,6.335,1,1,Medical,0
CUST0737,35,Male,Bachelor,Employed,85136,141,22580,12,13.48,742,5,2,3.183,1,1,Personal,0
CUST0738,61,Female,Bachelor,Employed,66889,335,4523,24,18.46,724,1,1,0.811,0,0,Medical,0
CUST0739,38,Male,High School,Part-Time,37833,11,41359,24,11.63,538,2,1,13.118,0,0,Car,1
CUST0740,65,Other,Bachelor,Self-Employed,70416,144,11376,12,11.16,661,7,3,1.939,1,1,Education,0
CUST0741,23,Other,High School,Employed,47968,0,8962,60,8.81,546,6,1,2.242,1,0,Personal,1
CUST0742,46,Female,Master,Self-Employed,88711,39,16718,60,14.77,527,7,1,2.261,0,0,Business,0
CUST0743,64,Male,Bachelor,Employed,54684,150,17992,36,9.46,828,6,0,3.948,1,0,Medical,0
CUST0744,48,Other,Bachelor,Employed,70347,258,7009,36,17.83,553,7,0,1.196,0,0,Personal,0
CUST0745,59,Male,Bachelor,Self-Employed,61766,60,7341,48,13.09,552,3,1,1.426,0,0,Personal,1
CUST0746,57,Male,Master,Employed,100497,51,10283,12,21.51,699,2,0,1.228,1,1,Education,0
CUST0747,47,Other,Bachelor,Employed,54461,172,40763,60,17.08,727,12,0,8.982,1,1,Personal,0
CUST0748,40,Female,Master,Self-Employed,94078,187,14022,60,23.19,678,1,1,1.789,1,1,Personal,0
CUST0749,50,Female,High School,Self-Employed,29478,118,21487,48,11.46,809,10,1,8.747,1,1,Education,0
CUST0750,31,Female,High School,Unemployed,36557,93,15807,48,15.09,516,2,0,5.189,0,0,Education,1
CUST0751,53,Male,Bachelor,Part-Time,50241,310,8954,24,18.1,850,3,0,2.139,0,0,Business,0
CUST0752,34,Other,High School,Part-Time,29512,6,26218,24,10.25,739,8,1,10.661,1,1,Home,0
CUST0753,67,Male,Master,Employed,100309,44,10966,36,19.43,565,2,5,1.312,0,0,Medical,1
CUST0754,39,Other,Bachelor,Self-Employed,73261,172,6855,36,22.7,684,12,2,1.123,1,0,Business,0
CUST0755,62,Male,High School,Self-Employed,36335,192,16431,24,9.91,642,3,0,5.427,0,1,Education,0
CUST0756,55,Other,Master,Self-Employed,121708,1,30463,12,14.51,519,1,0,3.004,1,1,Medical,0
CUST0757,37,Female,Bachelor,Employed,52956,76,17197,36,18.13,587,8,2,3.897,1,1,Business,0
CUST0758,40,Female,Bachelor,Employed,67781,63,45412,48,6.86,554,2,0,8.04,1,0,Personal,1
CUST0759,60,Female,Bachelor,Employed,53610,400,28804,12,15.97,755,6,0,6.447,1,1,Personal,0
CUST0760,25,Other,Bachelor,Self-Employed,63103,21,43698,12,10.79,530,3,1,8.31,0,1,Car,1
CUST0761,56,Other,High School,Self-Employed,33125,360,23842,36,20.14,598,9,0,8.637,0,0,Education,0
CUST0762,56,Female,Bachelor,Self-Employed,66033,148,12577,36,11.26,674,1,0,2.286,0,0,Business,0
CUST0763,53,Other,High School,Employed,43174,352,18207,12,10.06,661,2,2,5.061,1,1,Car,0
CUST0764,26,Female,High School,Self-Employed,20857,48,29222,12,4.8,705,3,0,16.813,1,0,Business,0
CUST0765,42,Female,Bachelor,Self-Employed,52827,25,19319,60,14.12,744,5,0,4.388,0,1,Business,0
CUST0766,56,Female,Bachelor,Employed,61305,254,49681,48,23.91,652,8,0,9.725,0,1,Car,0
CUST0767,45,Other,Bachelor,Employed,54997,42,8251,60,7.95,691,8,1,1.8,0,0,Personal,0
CUST0768,58,Other,Master,Employed,60766,252,18516,48,10.85,610,6,1,3.657,1,0,Education,0
CUST0769,35,Other,Master,Part-Time,64959,60,23091,48,18.96,615,9,1,4.266,0,0,Personal,0
CUST0770,22,Other,High School,Self-Employed,33953,0,14934,48,22.24,797,8,0,5.278,1,0,Medical,0
CUST0771,48,Other,Bachelor,Employed,46876,138,36241,36,17.05,672,6,1,9.277,0,0,Education,0
CUST0772,67,Female,Bachelor,Self-Employed,34018,241,32335,24,23.6,783,3,0,11.406,1,0,Education,0
CUST0773,33,Female,High School,Employed,38844,48,15059,12,15.47,627,6,0,4.652,1,0,Home,0
